"V1" "V2" "V3"
"70" 10 26 0.714285714285714
"71" 12 30 0.666666666666667
"72" 12 27 0.523809523809524
"73" 10 31 0.666666666666667
"74" 13 27 0.642857142857143
"75" 14 30 0.761904761904762
"76" 14 26 0.642857142857143
"77" 12 26 0.666666666666667
"78" 11 32 0.857142857142857
"79" 16 28 0.714285714285714
"80" 10 33 0.642857142857143
"81" 14 32 0.714285714285714
"82" 13 31 0.785714285714286
"83" 11 26 0.714285714285714
"84" 15 27 0.69047619047619
"85" 14 28 0.619047619047619
"86" 14 26 0.714285714285714
"87" 14 27 0.69047619047619
"88" 13 31 0.666666666666667
"89" 12 29 0.69047619047619
"90" 9 31 0.714285714285714
"91" 13 32 0.666666666666667
"92" 13 29 0.642857142857143
"93" 12 29 0.642857142857143
"94" 11 32 0.666666666666667
"95" 11 25 0.761904761904762
"96" 13 29 0.738095238095238
"97" 10 28 0.785714285714286
"98" 15 30 0.761904761904762
"99" 10 28 0.69047619047619
"100" 12 31 0.642857142857143
"101" 17 29 0.69047619047619
"102" 11 24 0.69047619047619
"103" 14 29 0.69047619047619
"104" 15 33 0.785714285714286
"105" 12 30 0.761904761904762
"106" 15 28 0.69047619047619
"107" 9 31 0.666666666666667
"108" 13 24 0.738095238095238
"109" 13 27 0.738095238095238
"110" 14 30 0.642857142857143
"111" 15 33 0.69047619047619
"112" 18 25 0.666666666666667
"113" 12 31 0.642857142857143
"114" 10 29 0.761904761904762
"115" 12 34 0.642857142857143
"116" 9 31 0.642857142857143
"117" 14 29 0.69047619047619
"118" 15 29 0.619047619047619
"119" 10 31 0.69047619047619
"120" 11 28 0.619047619047619
"121" 15 29 0.69047619047619
"122" 18 32 0.666666666666667
"123" 15 27 0.69047619047619
"124" 9 27 0.666666666666667
"125" 18 26 0.761904761904762
"126" 13 29 0.738095238095238
"127" 19 29 0.714285714285714
"128" 13 30 0.666666666666667
"129" 12 25 0.738095238095238
"130" 10 30 0.738095238095238
"131" 13 29 0.642857142857143
"132" 14 28 0.714285714285714
"133" 14 28 0.69047619047619
"134" 14 28 0.666666666666667
"135" 10 26 0.69047619047619
"136" 11 31 0.738095238095238
"137" 14 27 0.69047619047619
"138" 14 28 0.69047619047619
"139" 11 28 0.666666666666667
"140" 13 32 0.642857142857143
"141" 9 30 0.69047619047619
"142" 10 30 0.571428571428571
"143" 14 32 0.738095238095238
"144" 14 29 0.785714285714286
"145" 9 33 0.714285714285714
"146" 11 26 0.714285714285714
"147" 14 29 0.619047619047619
"148" 15 26 0.714285714285714
"149" 14 33 0.571428571428571
"150" 11 34 0.666666666666667
"151" 17 26 0.666666666666667
"152" 14 29 0.642857142857143
"153" 10 29 0.619047619047619
"154" 13 29 0.69047619047619
"155" 11 30 0.619047619047619
"156" 16 34 0.714285714285714
"157" 15 30 0.738095238095238
"158" 14 26 0.619047619047619
"159" 9 32 0.738095238095238
"160" 16 29 0.666666666666667
"161" 11 29 0.714285714285714
"162" 10 28 0.738095238095238
"163" 16 29 0.69047619047619
"164" 16 31 0.642857142857143
"165" 9 29 0.738095238095238
"166" 13 28 0.69047619047619
"167" 13 30 0.714285714285714
"168" 11 28 0.714285714285714
"169" 12 29 0.666666666666667
"170" 14 31 0.785714285714286
"171" 14 30 0.69047619047619
"172" 14 26 0.761904761904762
"173" 14 28 0.714285714285714
"174" 13 29 0.642857142857143
"175" 14 29 0.738095238095238
"176" 13 31 0.714285714285714
"177" 15 27 0.714285714285714
"178" 12 25 0.738095238095238
"179" 11 30 0.666666666666667
"180" 12 26 0.714285714285714
"181" 18 26 0.666666666666667
"182" 11 28 0.619047619047619
"183" 16 27 0.738095238095238
"184" 11 28 0.619047619047619
"185" 13 30 0.738095238095238
"186" 11 27 0.714285714285714
"187" 15 24 0.642857142857143
"188" 14 29 0.666666666666667
"189" 13 30 0.69047619047619
"190" 11 31 0.69047619047619
"191" 14 27 0.69047619047619
"192" 11 28 0.761904761904762
"193" 11 28 0.714285714285714
"194" 10 28 0.666666666666667
"195" 11 28 0.761904761904762
"196" 18 30 0.666666666666667
"197" 15 29 0.714285714285714
"198" 13 29 0.714285714285714
"199" 17 30 0.69047619047619
"200" 17 24 0.666666666666667
"201" 16 31 0.69047619047619
"202" 16 32 0.666666666666667
"203" 9 32 0.642857142857143
"204" 13 28 0.69047619047619
"205" 12 28 0.785714285714286
"206" 18 26 0.785714285714286
"207" 14 29 0.619047619047619
"208" 12 27 0.69047619047619
"209" 8 30 0.642857142857143
"210" 10 28 0.80952380952381
"211" 11 31 0.69047619047619
"212" 12 33 0.738095238095238
"213" 12 31 0.69047619047619
"214" 15 31 0.738095238095238
"215" 15 27 0.738095238095238
"216" 14 29 0.714285714285714
"217" 15 28 0.666666666666667
"218" 11 27 0.714285714285714
"219" 13 27 0.738095238095238
"220" 12 33 0.642857142857143
"221" 15 34 0.761904761904762
"222" 13 27 0.761904761904762
"223" 10 28 0.69047619047619
"224" 12 25 0.761904761904762
"225" 14 32 0.666666666666667
"226" 14 29 0.714285714285714
"227" 15 32 0.714285714285714
"228" 12 29 0.69047619047619
"229" 11 30 0.761904761904762
"230" 15 30 0.69047619047619
"231" 12 29 0.69047619047619
"232" 12 27 0.738095238095238
"233" 13 29 0.666666666666667
"234" 12 29 0.738095238095238
"235" 13 28 0.642857142857143
"236" 13 32 0.69047619047619
"237" 14 31 0.69047619047619
"238" 12 29 0.738095238095238
"239" 14 31 0.69047619047619
"240" 16 28 0.666666666666667
"241" 9 27 0.738095238095238
"242" 12 31 0.666666666666667
"243" 13 26 0.666666666666667
"244" 14 32 0.595238095238095
"245" 11 29 0.69047619047619
"246" 13 30 0.595238095238095
"247" 14 28 0.642857142857143
"248" 14 32 0.619047619047619
"249" 15 27 0.738095238095238
"250" 12 30 0.666666666666667
"251" 13 32 0.595238095238095
"252" 16 27 0.785714285714286
"253" 13 29 0.714285714285714
"254" 12 25 0.642857142857143
"255" 16 27 0.642857142857143
"256" 13 32 0.666666666666667
"257" 18 30 0.69047619047619
"258" 14 28 0.761904761904762
"259" 12 29 0.738095238095238
"260" 14 26 0.619047619047619
"261" 10 31 0.785714285714286
"262" 16 32 0.666666666666667
"263" 17 23 0.714285714285714
"264" 12 31 0.738095238095238
"265" 20 32 0.714285714285714
"266" 17 26 0.69047619047619
"267" 13 27 0.619047619047619
"268" 10 28 0.761904761904762
"269" 16 32 0.738095238095238
"270" 11 28 0.738095238095238
"271" 10 32 0.761904761904762
"272" 9 29 0.69047619047619
"273" 11 29 0.642857142857143
"274" 13 30 0.785714285714286
"275" 14 24 0.738095238095238
"276" 15 23 0.619047619047619
"277" 13 29 0.666666666666667
"278" 16 26 0.761904761904762
"279" 11 33 0.666666666666667
"280" 16 32 0.642857142857143
"281" 14 30 0.714285714285714
"282" 15 32 0.666666666666667
"283" 18 27 0.69047619047619
"284" 13 28 0.666666666666667
"285" 11 31 0.69047619047619
"286" 14 28 0.785714285714286
"287" 12 29 0.738095238095238
"288" 12 31 0.666666666666667
"289" 11 25 0.761904761904762
"290" 16 29 0.595238095238095
"291" 15 30 0.785714285714286
"292" 14 30 0.619047619047619
"293" 15 24 0.761904761904762
"294" 14 32 0.666666666666667
"295" 15 29 0.714285714285714
"296" 11 32 0.714285714285714
"297" 10 26 0.714285714285714
"298" 13 30 0.619047619047619
"299" 14 30 0.642857142857143
"300" 11 30 0.595238095238095
"301" 15 27 0.761904761904762
"302" 13 31 0.69047619047619
"303" 13 30 0.761904761904762
"304" 16 28 0.738095238095238
"305" 11 27 0.738095238095238
"306" 13 29 0.619047619047619
"307" 13 32 0.738095238095238
"308" 9 30 0.714285714285714
"309" 10 32 0.642857142857143
"310" 14 30 0.666666666666667
"311" 16 26 0.69047619047619
"312" 13 29 0.69047619047619
"313" 16 30 0.619047619047619
"314" 15 22 0.619047619047619
"315" 12 31 0.595238095238095
"316" 11 28 0.69047619047619
"317" 11 30 0.714285714285714
"318" 13 28 0.69047619047619
"319" 12 27 0.761904761904762
"320" 10 32 0.69047619047619
"321" 15 28 0.714285714285714
"322" 17 31 0.738095238095238
"323" 15 29 0.666666666666667
"324" 14 29 0.714285714285714
"325" 12 30 0.547619047619048
"326" 17 27 0.714285714285714
"327" 10 31 0.69047619047619
"328" 7 30 0.714285714285714
"329" 16 27 0.761904761904762
"330" 16 23 0.714285714285714
"331" 11 32 0.666666666666667
"332" 12 27 0.571428571428571
"333" 12 30 0.642857142857143
"334" 13 31 0.738095238095238
"335" 13 28 0.761904761904762
"336" 10 31 0.738095238095238
"337" 11 32 0.642857142857143
"338" 14 24 0.69047619047619
"339" 11 25 0.714285714285714
"340" 11 30 0.69047619047619
"341" 12 28 0.666666666666667
"342" 13 27 0.69047619047619
"343" 13 32 0.714285714285714
"344" 12 30 0.69047619047619
"345" 14 31 0.69047619047619
"346" 15 32 0.80952380952381
"347" 13 31 0.714285714285714
"348" 12 31 0.738095238095238
"349" 14 30 0.666666666666667
"350" 8 25 0.738095238095238
"351" 14 29 0.619047619047619
"352" 13 26 0.69047619047619
"353" 11 30 0.714285714285714
"354" 14 30 0.80952380952381
"355" 15 33 0.666666666666667
"356" 14 31 0.714285714285714
"357" 15 27 0.642857142857143
"358" 15 30 0.619047619047619
"359" 17 31 0.642857142857143
"360" 12 30 0.69047619047619
"361" 16 27 0.714285714285714
"362" 14 28 0.595238095238095
"363" 12 28 0.761904761904762
"364" 13 26 0.738095238095238
"365" 11 31 0.666666666666667
"366" 16 26 0.785714285714286
"367" 12 31 0.69047619047619
"368" 11 29 0.69047619047619
"369" 16 24 0.714285714285714
"370" 18 29 0.642857142857143
"371" 14 28 0.761904761904762
"372" 14 29 0.714285714285714
"373" 11 29 0.761904761904762
"374" 10 28 0.714285714285714
"375" 11 28 0.761904761904762
"376" 13 32 0.738095238095238
"377" 12 29 0.714285714285714
"378" 12 29 0.738095238095238
"379" 14 22 0.714285714285714
"380" 13 28 0.738095238095238
"381" 13 33 0.69047619047619
"382" 12 28 0.642857142857143
"383" 14 27 0.738095238095238
"384" 9 31 0.571428571428571
"385" 11 28 0.80952380952381
"386" 18 30 0.69047619047619
"387" 12 30 0.69047619047619
"388" 16 30 0.523809523809524
"389" 16 29 0.738095238095238
"390" 12 31 0.714285714285714
"391" 12 31 0.595238095238095
"392" 14 27 0.714285714285714
"393" 14 27 0.666666666666667
"394" 15 27 0.666666666666667
"395" 11 27 0.69047619047619
"396" 14 30 0.642857142857143
"397" 12 24 0.69047619047619
"398" 12 29 0.619047619047619
"399" 11 28 0.595238095238095
"400" 14 33 0.666666666666667
"401" 11 28 0.714285714285714
"402" 11 29 0.738095238095238
"403" 16 29 0.642857142857143
"404" 7 31 0.738095238095238
"405" 12 30 0.666666666666667
"406" 15 31 0.666666666666667
"407" 9 29 0.666666666666667
"408" 13 26 0.642857142857143
"409" 14 29 0.666666666666667
"410" 14 30 0.619047619047619
"411" 11 32 0.761904761904762
"412" 12 31 0.738095238095238
"413" 9 30 0.619047619047619
"414" 12 27 0.761904761904762
"415" 13 33 0.738095238095238
"416" 11 29 0.666666666666667
"417" 12 31 0.738095238095238
"418" 13 30 0.69047619047619
"419" 13 26 0.714285714285714
"420" 14 30 0.666666666666667
"421" 12 29 0.738095238095238
"422" 13 29 0.642857142857143
"423" 14 29 0.69047619047619
"424" 16 29 0.619047619047619
"425" 15 30 0.69047619047619
"426" 17 24 0.714285714285714
"427" 13 32 0.714285714285714
"428" 15 26 0.619047619047619
"429" 11 29 0.761904761904762
"430" 11 32 0.761904761904762
"431" 12 30 0.69047619047619
"432" 13 25 0.523809523809524
"433" 14 30 0.642857142857143
"434" 13 32 0.761904761904762
"435" 15 28 0.714285714285714
"436" 12 28 0.714285714285714
"437" 14 28 0.642857142857143
"438" 15 30 0.69047619047619
"439" 14 31 0.642857142857143
"440" 14 25 0.761904761904762
"441" 14 32 0.69047619047619
"442" 14 27 0.69047619047619
"443" 10 28 0.738095238095238
"444" 16 30 0.69047619047619
"445" 12 32 0.738095238095238
"446" 14 28 0.761904761904762
"447" 12 31 0.642857142857143
"448" 10 29 0.761904761904762
"449" 11 27 0.69047619047619
"450" 11 29 0.619047619047619
"451" 11 31 0.69047619047619
"452" 13 28 0.761904761904762
"453" 10 28 0.69047619047619
"454" 12 31 0.738095238095238
"455" 12 25 0.738095238095238
"456" 16 30 0.571428571428571
"457" 12 26 0.714285714285714
"458" 10 27 0.714285714285714
"459" 12 26 0.595238095238095
"460" 17 27 0.666666666666667
"461" 13 28 0.714285714285714
"462" 10 29 0.714285714285714
"463" 12 28 0.666666666666667
"464" 14 28 0.761904761904762
"465" 14 28 0.666666666666667
"466" 12 27 0.642857142857143
"467" 15 30 0.642857142857143
"468" 17 31 0.69047619047619
"469" 13 29 0.666666666666667
"470" 14 30 0.595238095238095
"471" 14 25 0.761904761904762
"472" 11 30 0.69047619047619
"473" 12 29 0.714285714285714
"474" 14 31 0.785714285714286
"475" 12 30 0.595238095238095
"476" 12 29 0.714285714285714
"477" 10 29 0.69047619047619
"478" 14 29 0.642857142857143
"479" 13 26 0.69047619047619
"480" 16 30 0.738095238095238
"481" 11 28 0.666666666666667
"482" 11 31 0.761904761904762
"483" 14 31 0.666666666666667
"484" 17 30 0.738095238095238
"485" 14 25 0.642857142857143
"486" 14 27 0.738095238095238
"487" 11 28 0.666666666666667
"488" 20 32 0.666666666666667
"489" 13 28 0.69047619047619
"490" 11 29 0.738095238095238
"491" 10 30 0.738095238095238
"492" 11 32 0.666666666666667
"493" 11 29 0.666666666666667
"494" 13 31 0.666666666666667
"495" 14 28 0.619047619047619
"496" 10 30 0.714285714285714
"497" 12 29 0.666666666666667
"498" 11 29 0.547619047619048
"499" 12 27 0.666666666666667
"500" 13 29 0.714285714285714
"501" 16 27 0.761904761904762
"502" 11 32 0.666666666666667
"503" 11 29 0.666666666666667
"504" 12 27 0.666666666666667
"505" 10 28 0.69047619047619
"506" 12 27 0.69047619047619
"507" 13 30 0.714285714285714
"508" 17 33 0.666666666666667
"509" 14 29 0.738095238095238
"510" 15 26 0.69047619047619
"511" 12 27 0.738095238095238
"512" 16 28 0.714285714285714
"513" 13 31 0.761904761904762
"514" 17 30 0.738095238095238
"515" 12 26 0.619047619047619
"516" 11 32 0.642857142857143
"517" 10 29 0.761904761904762
"518" 11 29 0.738095238095238
"519" 14 29 0.738095238095238
"520" 10 33 0.523809523809524
"521" 13 29 0.642857142857143
"522" 15 29 0.642857142857143
"523" 15 28 0.714285714285714
"524" 14 27 0.619047619047619
"525" 14 29 0.642857142857143
"526" 12 28 0.761904761904762
"527" 12 30 0.714285714285714
"528" 15 27 0.666666666666667
"529" 13 29 0.761904761904762
"530" 12 32 0.738095238095238
"531" 12 28 0.738095238095238
"532" 14 28 0.666666666666667
"533" 12 31 0.642857142857143
"534" 16 30 0.571428571428571
"535" 13 28 0.642857142857143
"536" 11 30 0.738095238095238
"537" 13 31 0.666666666666667
"538" 15 32 0.642857142857143
"539" 16 29 0.666666666666667
"540" 8 30 0.619047619047619
"541" 10 31 0.571428571428571
"542" 11 29 0.69047619047619
"543" 8 32 0.714285714285714
"544" 13 29 0.785714285714286
"545" 11 30 0.714285714285714
"546" 14 28 0.714285714285714
"547" 12 28 0.761904761904762
"548" 10 33 0.738095238095238
"549" 11 28 0.666666666666667
"550" 13 28 0.69047619047619
"551" 13 29 0.69047619047619
"552" 13 28 0.761904761904762
"553" 14 31 0.738095238095238
"554" 16 30 0.642857142857143
"555" 13 29 0.571428571428571
"556" 12 28 0.666666666666667
"557" 12 30 0.69047619047619
"558" 15 26 0.738095238095238
"559" 13 32 0.619047619047619
"560" 13 27 0.761904761904762
"561" 13 27 0.738095238095238
"562" 14 23 0.738095238095238
"563" 14 28 0.714285714285714
"564" 13 27 0.714285714285714
"565" 15 32 0.595238095238095
"566" 11 28 0.666666666666667
"567" 20 31 0.69047619047619
"568" 10 29 0.666666666666667
"569" 14 27 0.595238095238095
"570" 12 31 0.714285714285714
"571" 17 30 0.714285714285714
"572" 16 28 0.619047619047619
"573" 12 27 0.619047619047619
"574" 16 26 0.761904761904762
"575" 12 32 0.642857142857143
"576" 10 30 0.619047619047619
"577" 11 29 0.69047619047619
"578" 15 28 0.714285714285714
"579" 11 29 0.714285714285714
"580" 10 32 0.642857142857143
"581" 12 28 0.714285714285714
"582" 14 30 0.785714285714286
"583" 17 27 0.666666666666667
"584" 10 26 0.642857142857143
"585" 11 29 0.761904761904762
"586" 16 26 0.642857142857143
"587" 9 31 0.666666666666667
"588" 18 27 0.738095238095238
"589" 15 28 0.714285714285714
"590" 13 27 0.738095238095238
"591" 16 27 0.642857142857143
"592" 9 33 0.714285714285714
"593" 10 27 0.547619047619048
"594" 14 28 0.666666666666667
"595" 13 32 0.761904761904762
"596" 11 25 0.619047619047619
"597" 15 25 0.642857142857143
"598" 10 30 0.738095238095238
"599" 19 25 0.738095238095238
"600" 12 30 0.666666666666667
"601" 10 30 0.761904761904762
"602" 10 29 0.69047619047619
"603" 9 29 0.642857142857143
"604" 17 30 0.714285714285714
"605" 12 31 0.714285714285714
"606" 14 26 0.738095238095238
"607" 17 30 0.714285714285714
"608" 10 28 0.785714285714286
"609" 15 32 0.761904761904762
"610" 16 28 0.761904761904762
"611" 19 29 0.714285714285714
"612" 16 30 0.738095238095238
"613" 13 31 0.666666666666667
"614" 12 28 0.738095238095238
"615" 16 30 0.523809523809524
"616" 12 28 0.714285714285714
"617" 15 29 0.69047619047619
"618" 14 25 0.761904761904762
"619" 14 28 0.666666666666667
"620" 11 28 0.738095238095238
"621" 13 30 0.69047619047619
"622" 13 30 0.642857142857143
"623" 11 29 0.69047619047619
"624" 11 33 0.714285714285714
"625" 12 32 0.80952380952381
"626" 14 29 0.69047619047619
"627" 14 29 0.595238095238095
"628" 14 30 0.642857142857143
"629" 14 29 0.714285714285714
"630" 11 28 0.595238095238095
"631" 15 35 0.714285714285714
"632" 14 31 0.69047619047619
"633" 9 30 0.738095238095238
"634" 11 29 0.738095238095238
"635" 14 27 0.666666666666667
"636" 13 32 0.785714285714286
"637" 11 33 0.714285714285714
"638" 15 30 0.714285714285714
"639" 15 29 0.666666666666667
"640" 12 28 0.785714285714286
"641" 16 30 0.714285714285714
"642" 13 30 0.666666666666667
"643" 10 27 0.761904761904762
"644" 11 28 0.714285714285714
"645" 14 29 0.69047619047619
"646" 12 31 0.666666666666667
"647" 12 29 0.666666666666667
"648" 14 31 0.738095238095238
"649" 12 27 0.595238095238095
"650" 11 27 0.642857142857143
"651" 11 31 0.666666666666667
"652" 11 27 0.738095238095238
"653" 9 29 0.595238095238095
"654" 12 29 0.69047619047619
"655" 9 26 0.738095238095238
"656" 14 30 0.619047619047619
"657" 15 30 0.761904761904762
"658" 15 29 0.595238095238095
"659" 14 29 0.714285714285714
"660" 11 29 0.666666666666667
"661" 14 28 0.595238095238095
"662" 11 28 0.738095238095238
"663" 11 25 0.714285714285714
"664" 10 29 0.642857142857143
"665" 10 33 0.761904761904762
"666" 18 23 0.619047619047619
"667" 15 27 0.69047619047619
"668" 11 31 0.666666666666667
"669" 16 27 0.666666666666667
"670" 12 30 0.666666666666667
"671" 18 29 0.714285714285714
"672" 11 26 0.547619047619048
"673" 12 27 0.571428571428571
"674" 14 30 0.738095238095238
"675" 13 29 0.714285714285714
"676" 13 29 0.666666666666667
"677" 16 30 0.642857142857143
"678" 18 28 0.642857142857143
"679" 19 30 0.666666666666667
"680" 8 29 0.714285714285714
"681" 13 30 0.571428571428571
"682" 16 24 0.69047619047619
"683" 16 27 0.714285714285714
"684" 11 33 0.69047619047619
"685" 14 24 0.595238095238095
"686" 10 22 0.714285714285714
"687" 16 30 0.666666666666667
"688" 13 31 0.714285714285714
"689" 9 31 0.714285714285714
"690" 11 29 0.666666666666667
"691" 15 30 0.80952380952381
"692" 14 26 0.619047619047619
"693" 10 32 0.666666666666667
"694" 14 30 0.714285714285714
"695" 14 31 0.738095238095238
"696" 13 32 0.80952380952381
"697" 12 27 0.738095238095238
"698" 10 26 0.619047619047619
"699" 8 28 0.761904761904762
"700" 11 27 0.666666666666667
"701" 13 29 0.642857142857143
"702" 16 30 0.69047619047619
"703" 13 30 0.666666666666667
"704" 14 30 0.761904761904762
"705" 15 28 0.69047619047619
"706" 13 33 0.642857142857143
"707" 11 29 0.714285714285714
"708" 15 31 0.619047619047619
"709" 15 29 0.761904761904762
"710" 14 28 0.642857142857143
"711" 13 29 0.761904761904762
"712" 15 30 0.619047619047619
"713" 15 27 0.666666666666667
"714" 14 33 0.666666666666667
"715" 16 26 0.642857142857143
"716" 13 28 0.619047619047619
"717" 14 29 0.666666666666667
"718" 10 27 0.619047619047619
"719" 11 29 0.738095238095238
"720" 13 31 0.69047619047619
"721" 12 30 0.714285714285714
"722" 13 31 0.714285714285714
"723" 14 28 0.714285714285714
"724" 12 32 0.714285714285714
"725" 15 30 0.714285714285714
"726" 10 31 0.714285714285714
"727" 16 28 0.69047619047619
"728" 16 27 0.666666666666667
"729" 12 29 0.666666666666667
"730" 10 33 0.714285714285714
"731" 10 28 0.761904761904762
"732" 13 31 0.714285714285714
"733" 12 33 0.69047619047619
"734" 13 27 0.547619047619048
"735" 11 31 0.619047619047619
"736" 14 29 0.738095238095238
"737" 13 34 0.619047619047619
"738" 12 27 0.666666666666667
"739" 12 28 0.619047619047619
"740" 13 30 0.595238095238095
"741" 13 29 0.595238095238095
"742" 16 27 0.666666666666667
"743" 12 27 0.714285714285714
"744" 11 32 0.738095238095238
"745" 12 33 0.69047619047619
"746" 15 32 0.785714285714286
"747" 13 32 0.69047619047619
"748" 12 28 0.714285714285714
"749" 11 30 0.714285714285714
"750" 14 30 0.642857142857143
"751" 11 29 0.714285714285714
"752" 11 32 0.738095238095238
"753" 10 30 0.619047619047619
"754" 12 31 0.738095238095238
"755" 13 32 0.595238095238095
"756" 9 30 0.785714285714286
"757" 16 31 0.666666666666667
"758" 15 27 0.738095238095238
"759" 16 30 0.642857142857143
"760" 15 32 0.69047619047619
"761" 18 27 0.69047619047619
"762" 13 30 0.619047619047619
"763" 16 33 0.714285714285714
"764" 11 30 0.69047619047619
"765" 12 32 0.714285714285714
"766" 10 36 0.738095238095238
"767" 15 31 0.714285714285714
"768" 14 28 0.714285714285714
"769" 13 29 0.714285714285714
"770" 14 26 0.642857142857143
"771" 13 28 0.738095238095238
"772" 11 32 0.714285714285714
"773" 10 31 0.595238095238095
"774" 14 29 0.761904761904762
"775" 15 30 0.666666666666667
"776" 9 30 0.738095238095238
"777" 14 28 0.714285714285714
"778" 12 30 0.80952380952381
"779" 13 30 0.666666666666667
"780" 12 27 0.666666666666667
"781" 10 29 0.642857142857143
"782" 13 31 0.714285714285714
"783" 10 30 0.761904761904762
"784" 18 31 0.69047619047619
"785" 11 27 0.619047619047619
"786" 12 28 0.619047619047619
"787" 17 31 0.595238095238095
"788" 13 30 0.738095238095238
"789" 14 28 0.738095238095238
"790" 13 28 0.69047619047619
"791" 10 32 0.666666666666667
"792" 13 30 0.714285714285714
"793" 12 31 0.69047619047619
"794" 12 27 0.69047619047619
"795" 12 29 0.642857142857143
"796" 12 29 0.642857142857143
"797" 13 28 0.761904761904762
"798" 12 34 0.761904761904762
"799" 16 31 0.80952380952381
"800" 12 28 0.595238095238095
"801" 12 31 0.595238095238095
"802" 15 27 0.714285714285714
"803" 16 30 0.642857142857143
"804" 11 28 0.619047619047619
"805" 9 28 0.642857142857143
"806" 12 32 0.642857142857143
"807" 15 30 0.619047619047619
"808" 11 24 0.666666666666667
"809" 12 26 0.666666666666667
"810" 14 26 0.666666666666667
"811" 14 28 0.619047619047619
"812" 12 30 0.642857142857143
"813" 13 29 0.619047619047619
"814" 13 30 0.666666666666667
"815" 14 30 0.738095238095238
"816" 10 28 0.714285714285714
"817" 9 29 0.666666666666667
"818" 12 33 0.619047619047619
"819" 13 30 0.547619047619048
"820" 15 31 0.761904761904762
"821" 14 33 0.595238095238095
"822" 12 33 0.738095238095238
"823" 14 27 0.642857142857143
"824" 12 26 0.69047619047619
"825" 8 30 0.833333333333333
"826" 9 28 0.738095238095238
"827" 12 25 0.619047619047619
"828" 11 27 0.714285714285714
"829" 11 32 0.666666666666667
"830" 11 30 0.714285714285714
"831" 12 33 0.738095238095238
"832" 16 31 0.714285714285714
"833" 10 25 0.738095238095238
"834" 8 26 0.785714285714286
"835" 15 30 0.785714285714286
"836" 17 26 0.642857142857143
"837" 13 29 0.69047619047619
"838" 16 29 0.619047619047619
"839" 10 26 0.738095238095238
"840" 10 31 0.666666666666667
"841" 13 30 0.619047619047619
"842" 14 25 0.738095238095238
"843" 14 32 0.642857142857143
"844" 12 33 0.785714285714286
"845" 8 33 0.714285714285714
"846" 14 27 0.69047619047619
"847" 13 31 0.69047619047619
"848" 14 29 0.619047619047619
"849" 11 29 0.619047619047619
"850" 14 31 0.619047619047619
"851" 17 29 0.761904761904762
"852" 16 29 0.595238095238095
"853" 11 32 0.69047619047619
"854" 12 32 0.714285714285714
"855" 15 33 0.714285714285714
"856" 12 32 0.619047619047619
"857" 10 29 0.666666666666667
"858" 10 27 0.595238095238095
"859" 13 31 0.69047619047619
"860" 14 26 0.69047619047619
"861" 13 29 0.738095238095238
"862" 12 30 0.761904761904762
"863" 13 30 0.738095238095238
"864" 11 29 0.642857142857143
"865" 13 25 0.785714285714286
"866" 14 29 0.69047619047619
"867" 10 30 0.69047619047619
"868" 9 28 0.761904761904762
"869" 15 27 0.666666666666667
"870" 13 27 0.666666666666667
"871" 11 31 0.619047619047619
"872" 14 27 0.714285714285714
"873" 14 31 0.761904761904762
